0,4260.0,813.0,-2344.0,-1143.0,2023.0,1167.0,-2907.0,-2397.0,1669.0,1017.0,-2169.0,-746.0,2471.0,1905.0,-972.0,-2034.0,-370.0,926.0,-494.0,-1669.0,-227.0,971.0,-118.0,-1705.0,-886.0,3095.0,4878.0,100.0,-4377.0,-2706.0,-830.0,-799.0,2196.0,3505.0,-1677.0,-3676.0,2457.0,5837.0,1607.0,-1784.0,-877.0,-1146.0,-2919.0,-704.0,3758.0,2699.0,-2262.0,-2335.0,1104.0,320.0,-2798.0,-2213.0,290.0,938.0,748.0,358.0,-1089.0,-1778.0,-352.0,875.0,931.0,1220.0,610.0,-1075.0,323.0,4083.0,3207.0,-1571.0,-2563.0,312.0,1426.0,367.0,-253.0,-238.0,-537.0,-1249.0,-713.0,1727.0,1868.0,-2463.0,-4442.0,-344.0,1577.0,-2575.0,-3269.0,2658.0,5023.0,1148.0,-722.0,-441.0,-3383.0,-5178.0,-957.0,3127.0,1861.0,-1128.0,-740.0,3729.0,5954.0,-873.0,-9050.0,-5280.0,4949.0,7732.0,4507.0,2879.0,1954.0,314.0,63.0,850.0,-203.0,-5307.0,-10969.0,-7476.0,4400.0,9815.0,4651.0,666.0,366.0,-3147.0,-6354.0,-2827.0,1149.0,-1028.0,-3671.0,-771.0,2936.0,1393.0,-2099.0,-1705.0,1227.0,2178.0,1113.0,515.0,870.0,1178.0,444.0,-934.0,-932.0,735.0,1590.0,713.0,27.0,883.0,2687.0,3742.0,2717.0,329.0,-1507.0,-2102.0,-1666.0,-654.0,-446.0,-1641.0,-2574.0,-1898.0,-337.0,682.0,272.0,-973.0,-1310.0,-635.0,-587.0,-1239.0,-1111.0,194.0,1628.0,1806.0,396.0,-807.0,-399.0,148.0,-352.0,-145.0,1586.0,2426.0,1188.0,144.0,669.0,820.0,-647.0,-1662.0,-829.0,292.0,551.0,664.0,597.0,-137.0,-644.0,-178.0,613.0,885.0,87.0,-1394.0,-1571.0,386.0,1943.0,608.0,-2180.0,-2950.0
1,1953.0,897.0,210.0,-1225.0,-2161.0,-333.0,2097.0,2392.0,1067.0,-1177.0,-3027.0,-892.0,4479.0,6107.0,1527.0,-3422.0,-4540.0,-3353.0,-1489.0,804.0,1595.0,338.0,-357.0,270.0,140.0,-450.0,390.0,1222.0,-218.0,-2380.0,-2644.0,-1086.0,771.0,1448.0,217.0,-1208.0,-902.0,-155.0,-147.0,759.0,1893.0,85.0,-2737.0,-1760.0,2118.0,5250.0,6864.0,5295.0,-911.0,-6079.0,-4740.0,-1293.0,-905.0,-556.0,1882.0,2991.0,2514.0,2898.0,1732.0,-2406.0,-4026.0,-1746.0,-2368.0,-5095.0,-934.0,6010.0,2365.0,-6602.0,-5204.0,2574.0,2703.0,-1204.0,834.0,4081.0,1925.0,-634.0,525.0,1668.0,568.0,-1313.0,-2558.0,-2076.0,-863.0,-1266.0,-1654.0,1338.0,5041.0,4288.0,736.0,-138.0,1629.0,1401.0,-1622.0,-3045.0,-592.0,2160.0,1312.0,-1409.0,-1571.0,681.0,962.0,-1576.0,-2812.0,-1455.0,-1236.0,-3231.0,-3569.0,-623.0,2277.0,2301.0,605.0,-193.0,420.0,681.0,-320.0,-1281.0,-1088.0,224.0,2460.0,4476.0,4398.0,2015.0,-1064.0,-2510.0,21.0,3677.0,1104.0,-6106.0,-6312.0,1649.0,5452.0,1232.0,-2338.0,-1525.0,138.0,1223.0,811.0,-1519.0,-1348.0,2372.0,2208.0,-3078.0,-4674.0,-680.0,1307.0,-108.0,156.0,1886.0,1188.0,-1164.0,-1499.0,426.0,1402.0,-162.0,-1559.0,202.0,3054.0,2834.0,134.0,-1118.0,-431.0,-540.0,-1562.0,-1389.0,-150.0,522.0,167.0,-1077.0,-1999.0,-137.0,3317.0,2999.0,-1740.0,-4299.0,-1710.0,1659.0,2057.0,774.0,221.0,989.0,1787.0,1277.0,285.0,-158.0,-1026.0,-2103.0,-1555.0,-873.0,-2563.0,-3622.0,32.0,5643.0,6793.0,1794.0,-4095.0,-4355.0,524.0,2702.0,-615.0,-2582.0
2,-2984.0,-1428.0,2923.0,8045.0,5111.0,-2472.0,-1978.0,1030.0,-4130.0,-4999.0,5266.0,7180.0,-3041.0,-4442.0,3394.0,2635.0,-3532.0,-2667.0,138.0,-2431.0,-4271.0,200.0,5828.0,5611.0,69.0,-4142.0,-3039.0,173.0,1030.0,153.0,211.0,944.0,823.0,153.0,-140.0,-298.0,-965.0,-1606.0,-776.0,1208.0,1879.0,502.0,-792.0,-530.0,553.0,808.0,-155.0,-568.0,42.0,-180.0,-667.0,377.0,1044.0,-67.0,-647.0,-97.0,-44.0,-384.0,-537.0,-210.0,832.0,876.0,-722.0,-978.0,472.0,555.0,-347.0,-148.0,166.0,-99.0,143.0,791.0,1148.0,897.0,-152.0,-715.0,0.0,47.0,-741.0,-337.0,-454.0,-2439.0,-1403.0,3237.0,2894.0,-3202.0,-4265.0,1468.0,4188.0,1791.0,360.0,800.0,605.0,-703.0,-3219.0,-3646.0,1010.0,3270.0,-1789.0,-2621.0,4487.0,3455.0,-6171.0,-4109.0,7632.0,6636.0,-4249.0,-4679.0,3071.0,2397.0,-4949.0,-5040.0,1600.0,2856.0,-1956.0,-3103.0,732.0,2731.0,1814.0,596.0,-341.0,406.0,1767.0,-194.0,-2354.0,450.0,2662.0,-379.0,-1737.0,1687.0,2716.0,144.0,49.0,1077.0,-1840.0,-4656.0,-1544.0,2181.0,-12.0,-3518.0,-2461.0,1004.0,2927.0,1029.0,-3333.0,-3772.0,1430.0,3504.0,288.0,-230.0,2364.0,2842.0,3529.0,4696.0,527.0,-5586.0,-5604.0,-2057.0,-229.0,434.0,357.0,32.0,1243.0,1984.0,659.0,772.0,2015.0,-482.0,-4137.0,-2907.0,310.0,175.0,-1375.0,-1326.0,-712.0,15.0,1250.0,1150.0,-822.0,-1250.0,1442.0,3585.0,2326.0,153.0,29.0,676.0,-17.0,-1017.0,-289.0,1471.0,1623.0,-320.0,-1836.0,-1502.0,-674.0,-257.0,41.0,-176.0,-821.0,-693.0
3,545.0,-631.0,-2116.0,-860.0,1681.0,1442.0,46.0,-279.0,-1318.0,-1763.0,1065.0,3330.0,2166.0,1788.0,2307.0,-1090.0,-4751.0,-2121.0,2215.0,2266.0,267.0,-2022.0,-2993.0,1018.0,3710.0,-2246.0,-5506.0,1862.0,4776.0,-2582.0,-4474.0,1659.0,2674.0,-1614.0,-2591.0,-98.0,1448.0,-53.0,-2002.0,342.0,3492.0,797.0,-1970.0,2264.0,5651.0,980.0,-4966.0,-4956.0,-960.0,1798.0,1441.0,931.0,2373.0,2142.0,-1447.0,-3191.0,-662.0,1777.0,1219.0,-608.0,-1025.0,270.0,-187.0,-3302.0,-2359.0,4498.0,6302.0,-838.0,-4742.0,-293.0,1835.0,-1667.0,-1921.0,1653.0,694.0,-4044.0,-3541.0,2098.0,3057.0,-1626.0,-1723.0,4026.0,5201.0,67.0,-2482.0,-354.0,1441.0,1033.0,-594.0,-1495.0,-372.0,47.0,-737.0,1194.0,2927.0,-899.0,-4245.0,-1398.0,869.0,-1276.0,-1852.0,1154.0,3337.0,1635.0,-2607.0,-3920.0,-296.0,1895.0,-40.0,-1233.0,-1014.0,-1343.0,-73.0,2176.0,3192.0,5355.0,6625.0,1786.0,-2839.0,-2190.0,-4402.0,-8300.0,-1795.0,8642.0,6955.0,-1020.0,-2001.0,-787.0,-3475.0,-4273.0,-612.0,1391.0,-995.0,-2880.0,-503.0,2273.0,645.0,-1955.0,-300.0,2439.0,1888.0,673.0,1181.0,1367.0,725.0,872.0,1744.0,2013.0,820.0,-926.0,-1181.0,-324.0,-703.0,-1388.0,201.0,2048.0,622.0,-2062.0,-1768.0,194.0,-542.0,-2859.0,-2186.0,465.0,811.0,-284.0,-104.0,-112.0,-1181.0,-805.0,810.0,754.0,-405.0,-73.0,1022.0,785.0,-226.0,-371.0,105.0,125.0,-138.0,-55.0,267.0,593.0,569.0,-346.0,-1327.0,-916.0,47.0,167.0,682.0,2490.0,3108.0,1362.0,255.0,1599.0,2581.0,1105.0,-562.0,-394.0
4,-2626.0,-620.0,188.0,365.0,-228.0,1420.0,2152.0,-2170.0,-2660.0,5501.0,8809.0,519.0,-5526.0,-894.0,3810.0,281.0,-4206.0,-1911.0,1939.0,676.0,-1771.0,-136.0,2219.0,557.0,-2693.0,-2447.0,642.0,1392.0,-594.0,-235.0,2759.0,2629.0,-1084.0,-2683.0,-1271.0,-1083.0,-2125.0,-938.0,1464.0,1360.0,-294.0,-10.0,1169.0,416.0,-761.0,-35.0,1101.0,1288.0,1957.0,2880.0,1436.0,-2052.0,-3894.0,-2351.0,233.0,1027.0,351.0,240.0,658.0,78.0,-1211.0,-1617.0,-794.0,40.0,-315.0,-613.0,1406.0,3099.0,-92.0,-4336.0,-2814.0,1073.0,1251.0,1145.0,4020.0,4528.0,3.0,-3456.0,-1366.0,2280.0,851.0,-4639.0,-4651.0,3802.0,8357.0,905.0,-6667.0,-3127.0,2709.0,250.0,-3963.0,-1688.0,1876.0,533.0,-1864.0,-473.0,2154.0,1407.0,-1500.0,-1780.0,685.0,1763.0,833.0,688.0,1395.0,1141.0,180.0,-233.0,-16.0,133.0,-81.0,-242.0,-251.0,-7.0,1326.0,2208.0,-262.0,-3129.0,-1153.0,2139.0,472.0,-3171.0,-2964.0,-206.0,1143.0,524.0,-293.0,189.0,368.0,-1801.0,-3017.0,-541.0,1062.0,-822.0,-1885.0,-816.0,539.0,3549.0,6200.0,3259.0,-1242.0,-188.0,1837.0,-660.0,-2512.0,-513.0,1117.0,742.0,-551.0,-2250.0,-993.0,3733.0,5212.0,1206.0,-2921.0,-5129.0,-5271.0,-308.0,6220.0,5603.0,-1136.0,-5403.0,-4959.0,-2586.0,37.0,926.0,-359.0,-751.0,1094.0,2585.0,1668.0,-793.0,-2194.0,-786.0,1846.0,2973.0,2445.0,1249.0,9.0,-204.0,448.0,458.0,225.0,404.0,-712.0,-2877.0,-2774.0,-200.0,1574.0,1329.0,251.0,-614.0,-616.0,-94.0,-137.0,-493.0,-364.0,-327.0,-636.0,-251.0
5,-5325.0,752.0,4980.0,2218.0,-2095.0,-2435.0,87.0,902.0,-1421.0,-1489.0,3001.0,3346.0,-2290.0,-1856.0,3661.0,603.0,-5795.0,-2047.0,3578.0,186.0,-3042.0,1423.0,5679.0,3810.0,-163.0,-1105.0,-783.0,-3899.0,-5355.0,2321.0,8502.0,1283.0,-5376.0,737.0,4298.0,-3375.0,-6598.0,-62.0,3209.0,-10.0,-2285.0,-1690.0,189.0,1635.0,291.0,-1334.0,696.0,2528.0,201.0,-1627.0,429.0,2153.0,680.0,-921.0,-498.0,67.0,-437.0,-175.0,1601.0,2513.0,1189.0,-1161.0,-3350.0,-3095.0,1262.0,4426.0,1356.0,-2413.0,-1086.0,849.0,-337.0,-1251.0,-1037.0,-1019.0,112.0,776.0,-1261.0,-1719.0,972.0,1201.0,-769.0,457.0,1861.0,-1215.0,-4051.0,-1279.0,3936.0,5346.0,1379.0,-2605.0,-2089.0,-478.0,-836.0,503.0,3700.0,3346.0,462.0,282.0,1592.0,11.0,-3853.0,-4890.0,-512.0,3380.0,137.0,-5193.0,-4107.0,533.0,2091.0,1218.0,240.0,-712.0,-544.0,594.0,875.0,819.0,1349.0,1300.0,702.0,648.0,461.0,-411.0,-769.0,55.0,1194.0,1586.0,717.0,-1095.0,-2271.0,-1059.0,1229.0,979.0,-1383.0,-1605.0,336.0,566.0,-632.0,-305.0,607.0,139.0,-308.0,477.0,1049.0,550.0,11.0,-28.0,-153.0,-340.0,-76.0,-76.0,-949.0,-1240.0,-332.0,-111.0,-805.0,-292.0,1018.0,1043.0,237.0,-425.0,-1140.0,-1376.0,-1361.0,-2303.0,-2380.0,94.0,1843.0,465.0,-1074.0,-498.0,903.0,2006.0,2782.0,3364.0,3651.0,2940.0,1912.0,1556.0,300.0,-1046.0,1587.0,4466.0,970.0,-2361.0,359.0,-1946.0,-11773.0,-10814.0,3822.0,9601.0,58.0,-6880.0,-3276.0,1206.0,-5.0,-4769.0,-8011.0,-6131.0,-1128.0,3008.0
6,5582.0,3381.0,-2482.0,-4574.0,-1752.0,392.0,673.0,663.0,-851.0,-2483.0,-707.0,2673.0,3824.0,2323.0,-1004.0,-3654.0,-1651.0,3290.0,4729.0,1456.0,-1967.0,-2298.0,-82.0,1312.0,-633.0,-2941.0,-1379.0,1925.0,2933.0,2597.0,1868.0,-838.0,-3225.0,-1383.0,2255.0,2829.0,460.0,-2253.0,-4275.0,-5145.0,-4544.0,-2795.0,-425.0,1212.0,1180.0,1501.0,3994.0,5779.0,3550.0,-182.0,-1012.0,-73.0,-959.0,-2407.0,-1059.0,911.0,-268.0,-1400.0,1743.0,4659.0,1789.0,-3063.0,-3697.0,-1636.0,-865.0,-459.0,1232.0,2275.0,1154.0,-485.0,-882.0,-473.0,-360.0,-135.0,1192.0,2191.0,395.0,-2380.0,-1766.0,969.0,562.0,-2382.0,-2658.0,-434.0,137.0,-345.0,1332.0,3542.0,2700.0,592.0,1119.0,2598.0,920.0,-2480.0,-3330.0,-2112.0,-2014.0,-1966.0,356.0,2609.0,1758.0,-40.0,638.0,1916.0,134.0,-3033.0,-3063.0,-237.0,1354.0,747.0,632.0,1424.0,436.0,-1873.0,-1595.0,1048.0,1224.0,-1529.0,-2089.0,987.0,3024.0,1569.0,-73.0,610.0,882.0,-1455.0,-3006.0,-784.0,1940.0,1735.0,741.0,1021.0,612.0,-952.0,-706.0,1364.0,1172.0,-1650.0,-2069.0,1050.0,1991.0,-1202.0,-2881.0,-1002.0,-564.0,-2583.0,-1914.0,1860.0,2981.0,106.0,-1712.0,-516.0,-254.0,-2199.0,-2092.0,1476.0,3618.0,1330.0,-1815.0,-1635.0,821.0,1804.0,271.0,-1269.0,-225.0,2811.0,4846.0,4365.0,2730.0,997.0,-1223.0,-2651.0,-1106.0,884.0,-1292.0,-4780.0,-3227.0,910.0,963.0,-1066.0,165.0,1756.0,-898.0,-4782.0,-5319.0,-3115.0,-761.0,334.0,-557.0,-1872.0,-512.0,3146.0,5546.0,5626.0,4932.0,3300.0,578.0,-75.0,2580.0,4130.0
7,-346.0,300.0,1437.0,1066.0,-980.0,-1663.0,-30.0,529.0,-1011.0,-1250.0,-119.0,-562.0,-810.0,1201.0,1935.0,167.0,-367.0,721.0,884.0,-189.0,-1492.0,-1304.0,684.0,994.0,-677.0,-8.0,1692.0,492.0,-611.0,231.0,-629.0,-1827.0,-78.0,700.0,-1563.0,-1980.0,650.0,2620.0,2381.0,-83.0,-3005.0,-2057.0,1693.0,1742.0,-791.0,586.0,2815.0,230.0,-1345.0,1978.0,1870.0,-3000.0,-3270.0,777.0,2580.0,2535.0,402.0,-3649.0,-2691.0,1698.0,417.0,-2317.0,-501.0,-770.0,-3058.0,-49.0,3731.0,2976.0,1281.0,-1488.0,-4786.0,-2873.0,660.0,-150.0,568.0,4880.0,4878.0,-301.0,-3878.0,-2178.0,1932.0,1553.0,-2315.0,-175.0,4218.0,-65.0,-3938.0,2629.0,5713.0,-2440.0,-6317.0,448.0,5303.0,638.0,-6591.0,-5262.0,3928.0,5939.0,-2233.0,-3526.0,4864.0,5405.0,-3097.0,-4249.0,1627.0,-57.0,-6802.0,-3586.0,5966.0,4710.0,-4181.0,-3514.0,3306.0,1888.0,-2044.0,1873.0,4742.0,-1148.0,-5947.0,-2094.0,4293.0,5515.0,1092.0,-3636.0,-3552.0,-474.0,932.0,1015.0,1292.0,427.0,-995.0,-538.0,599.0,-147.0,-1717.0,-1536.0,113.0,994.0,760.0,796.0,1159.0,677.0,-757.0,-1580.0,-272.0,1853.0,1621.0,-439.0,-872.0,-260.0,-1187.0,-1948.0,-558.0,734.0,246.0,-419.0,209.0,1534.0,1623.0,-103.0,-1170.0,-110.0,828.0,355.0,64.0,739.0,1481.0,947.0,-1366.0,-3203.0,-2354.0,-613.0,-21.0,384.0,905.0,430.0,-331.0,253.0,1835.0,1876.0,-930.0,-2887.0,-694.0,1442.0,-306.0,-1508.0,-38.0,-151.0,-563.0,3147.0,5911.0,1805.0,-3116.0,-1809.0,696.0,-1826.0,-4123.0,758.0,6711.0,3585.0
8,-2162.0,-3022.0,-2086.0,1000.0,2650.0,1246.0,-141.0,192.0,162.0,-679.0,-591.0,45.0,101.0,206.0,645.0,741.0,256.0,-833.0,-1633.0,-583.0,986.0,428.0,-424.0,1044.0,1784.0,-600.0,-2004.0,314.0,2833.0,2269.0,-387.0,-2354.0,-2067.0,-424.0,958.0,1108.0,-567.0,-1814.0,379.0,2303.0,-433.0,-2796.0,-999.0,-378.0,-1543.0,479.0,2394.0,273.0,-346.0,2140.0,1602.0,-1788.0,-3137.0,-1970.0,902.0,3897.0,3324.0,193.0,-1470.0,-1930.0,-924.0,2702.0,3562.0,-1272.0,-3907.0,77.0,4189.0,2995.0,-1881.0,-4973.0,-2541.0,1235.0,1001.0,-98.0,220.0,-1496.0,-2514.0,1482.0,4113.0,432.0,-3701.0,-3488.0,820.0,6009.0,4047.0,-4587.0,-5577.0,2141.0,2586.0,-3749.0,-2712.0,2186.0,718.0,-1332.0,1772.0,3381.0,408.0,-1777.0,-493.0,1722.0,2049.0,1175.0,1687.0,2161.0,-321.0,-3599.0,-4700.0,-3542.0,-194.0,2282.0,139.0,-2027.0,344.0,2193.0,1431.0,2066.0,1300.0,-2986.0,-3388.0,978.0,1666.0,-1104.0,-1132.0,91.0,400.0,2135.0,3175.0,178.0,-2588.0,-1606.0,-515.0,-494.0,1104.0,1832.0,-844.0,-1337.0,3058.0,4122.0,-1583.0,-4370.0,503.0,4031.0,260.0,-4247.0,-2193.0,2995.0,2778.0,-2104.0,-2741.0,381.0,-902.0,-3332.0,224.0,3046.0,181.0,503.0,4984.0,2482.0,-5146.0,-5355.0,1064.0,3910.0,1447.0,-807.0,-418.0,-115.0,-2018.0,-2573.0,1220.0,3727.0,541.0,-1898.0,244.0,-47.0,-3626.0,-1731.0,3978.0,3449.0,-1208.0,-1468.0,319.0,-1161.0,-2228.0,510.0,2862.0,1417.0,-1349.0,-2041.0,-301.0,1251.0,696.0,-415.0,-257.0,109.0,-374.0,-574.0,328.0,1329.0,1015.0,-440.0
9,-551.0,1689.0,5451.0,5745.0,742.0,-3949.0,-4137.0,-1092.0,1910.0,2459.0,1424.0,1378.0,1656.0,-21.0,-2533.0,-3377.0,-2862.0,-2435.0,-1493.0,871.0,2744.0,1656.0,-1579.0,-4210.0,-4022.0,-301.0,3743.0,3279.0,-532.0,-2119.0,-746.0,-662.0,-3267.0,-4059.0,671.0,5899.0,6328.0,8790.0,15543.0,9486.0,-12677.0,-21244.0,-4549.0,8350.0,2874.0,-554.0,3203.0,-1501.0,-8004.0,-1933.0,2967.0,-4870.0,-8059.0,1192.0,5693.0,592.0,-1422.0,1990.0,3347.0,1621.0,580.0,1064.0,1172.0,149.0,-374.0,236.0,615.0,497.0,-85.0,-1617.0,-2363.0,-778.0,541.0,-560.0,-1644.0,9.0,2359.0,1611.0,-1033.0,-1288.0,334.0,330.0,-580.0,-64.0,554.0,-163.0,-150.0,1596.0,1541.0,-1860.0,-3239.0,336.0,2710.0,42.0,-2055.0,-469.0,525.0,-163.0,572.0,1566.0,198.0,-1209.0,-445.0,328.0,296.0,1193.0,1825.0,263.0,-1197.0,-543.0,-41.0,-1173.0,-1740.0,-164.0,1639.0,939.0,-1645.0,-2188.0,476.0,2348.0,1389.0,505.0,455.0,-1122.0,-2625.0,-978.0,1144.0,649.0,225.0,1650.0,2091.0,393.0,-1774.0,-2951.0,-1489.0,1900.0,3114.0,1667.0,716.0,-72.0,-1932.0,-2526.0,-887.0,586.0,418.0,-491.0,-65.0,1732.0,1590.0,-679.0,-1326.0,-1457.0,-3300.0,-2401.0,2063.0,2821.0,-639.0,-1681.0,-342.0,-117.0,241.0,1367.0,852.0,-934.0,-945.0,1699.0,4512.0,3845.0,82.0,-2748.0,-2183.0,188.0,1681.0,1417.0,687.0,357.0,-285.0,-1058.0,-1874.0,-3287.0,-2289.0,2710.0,4987.0,677.0,-2894.0,-2160.0,-3405.0,-6680.0,-3934.0,3724.0,5331.0,-1073.0,-4910.0,-2100.0,-219.0,-154.0,4962.0,9826.0,3903.0,-4480.0
